country_m49,country,production_tonnes,observed_ch4_t,baseline_intensity_observed,baseline_intensity,optimized_mean,baseline_cvar,optimized_cvar,reduction_mean_pct,reduction_cvar_pct,abs_reduction_mt_ch4,abs_reduction_mt_ch4_posterior,tv_distance,active_species,no_harm_applied,no_harm_action,lp_certified,delta,lambda,alpha
116,Cambodia,24329.01,11352.999999999998,0.4666445531486895,0.4766763855124779,0.4766763855124779,0.48499403390693124,0.48499403390693124,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
120,Cameroon,283105.89999999997,67137.7,0.23714694748502235,0.1668263717103794,0.1585428475808473,0.1831872846030717,0.17351256314878466,4.965356522836084,5.281328054646439,0.003333626166232121,0.0023451145538628997,0.010000000000000023,3,False,not_needed,True,0.01,0.2,0.8
124,Canada,9886559.0,169769.59999999934,0.0171717581415333,0.017409474949766936,0.017409474949766936,0.0176747317738933,0.0176747317738933,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
132,Cabo Verde,10439.05,1118.3999999999996,0.10713618576403021,0.20086010698762904,0.19872863076228373,0.23138223121305562,0.22870961185887162,1.061174494682804,1.155066808791838,1.1868175548532473e-05,2.2250586890191053e-05,0.010000000000000037,2,False,not_needed,True,0.01,0.2,0.8
144,Sri Lanka,535325.75,43354.799999999996,0.08098769767753555,0.08439929044017112,0.08275388081273442,0.09334273883427975,0.09122047018504766,1.9495538633741205,2.2736301459934216,0.0008452251783581231,0.0008808301428647722,0.009999999999999981,3,False,not_needed,True,0.01,0.2,0.8
148,Chad,469294.2,1091283.5,2.3253718030182338,0.9367835840240835,0.9008014303241455,1.0768154389754974,1.027538636040035,3.8410316228398966,4.5761605147810025,0.04191654432983403,0.016886216034889424,0.009999999999999981,4,False,not_needed,True,0.01,0.2,0.8
152,Chile,2232436.66,41881.09999999996,0.01876026350507966,0.01737177762258253,0.01720864157336147,0.017771092484626824,0.017607896210092528,0.9390866770536466,0.9183243780621297,0.0003932998303035144,0.0003641908968486566,0.0036335454193804732,2,False,not_needed,True,0.01,0.2,0.8
156,"China, mainland",46780165.29,4680849.399999996,0.10006055709684694,0.0461436410514634,0.042695500295164196,0.0491385942173264,0.04518647881647198,7.472623914644139,8.04279296915843,0.34978227167287634,0.16130459452286247,0.009999999999999924,5,False,not_needed,True,0.01,0.2,0.8
158,"China, Taiwan Province of",483647.0,6430.599999999985,0.013296060970087656,0.013297591145374887,0.012970381842117136,0.013594099073625915,0.013217310544145072,2.4606659934161,2.7717065135405283,0.0001582355873726154,0.00015825379789270136,0.010000000000000012,2,False,not_needed,True,0.01,0.2,0.8
170,Colombia,7309000.0,257147.39999999997,0.035182295799699,0.03543917582700164,0.03543917582700164,0.03628541263372965,0.03628541263372965,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
174,Comoros,13091.28,459.499999999999,0.0350996999529457,0.034840087947261254,0.034840087947261254,0.035365068569744466,0.035365068569744466,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
178,Congo,4464.75,159.19999999999996,0.0356570916624671,0.03553428758344251,0.03553428758344251,0.03604058252777205,0.03604058252777205,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
180,Democratic Republic of the Congo,9831.99,526.5999999999997,0.0535598591943238,0.052739905655787636,0.052739905655787636,0.053607120197927655,0.053607120197927655,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
188,Costa Rica,1390704.12,59470.69999999993,0.04276301417730748,0.04611077036099473,0.04494467196871297,0.04994380418715858,0.048683161845837965,2.5289067676652066,2.524121583923622,0.0015039585570778705,0.00162169783847162,0.010000000000000061,2,False,not_needed,True,0.01,0.2,0.8
191,Croatia,479000.0,14803.399999999967,0.030904801670146066,0.02742796507635786,0.024688082605688465,0.029783432784594038,0.026607961350679575,9.989375672025691,10.66187184291606,0.001478767238232648,0.0013124037034506401,0.010000000000000162,3,False,not_needed,True,0.01,0.2,0.8
192,Cuba,233550.0,26163.499999999978,0.11202526225647601,0.06340490763376634,0.061800648396111484,0.0673281568036279,0.06560472771631826,2.5301814915041465,2.5597449404953565,0.0006619840345296867,0.00037467474495429207,0.010000000000000096,2,False,not_needed,True,0.01,0.2,0.8
196,Cyprus,303910.0,1855.6999999999766,0.0061060840380375,0.006281749703291656,0.006281749703291656,0.006454019661636229,0.006454019661636229,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
203,Czechia,3475280.0,39342.59999999997,0.0113206993393338,0.011744515020371047,0.011744515020371047,0.011960368751407567,0.011960368751407567,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
204,Benin,175044.07,46329.29999999999,0.2646722051195449,0.3534377084104437,0.347560416013178,0.3860002481535145,0.3786625837654256,1.6628934200876078,1.9009481012485452,0.0007704068812726479,0.0010287851817974449,0.009999999999999995,2,False,not_needed,True,0.01,0.2,0.8
208,Denmark,5687000.0,75462.49999999984,0.0132692983998593,0.01346830962098134,0.01346830962098134,0.01366731808368071,0.01366731808368071,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
212,Dominica,6990.94,547.1999999999992,0.078272735855264,0.07764963953050004,0.07764963953050004,0.07881962760050329,0.07881962760050329,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
214,Dominican Republic,862164.34,41339.59999999998,0.0479486312319528,0.04759869629351205,0.04759869629351205,0.04846151497674825,0.04846151497674825,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
218,Ecuador,2105318.28,64473.69999999984,0.030624205666422894,0.02978448700256983,0.029076058023474616,0.03040497866078802,0.0296585987617898,2.3785166386585455,2.454795010136923,0.0015335176820587908,0.0014914684797708942,0.002431119346002021,3,False,not_needed,True,0.01,0.2,0.8
222,El Salvador,416980.47,26022.199999999964,0.0624062800830935,0.06233117968435592,0.06233117968435592,0.0634323206370926,0.0634323206370926,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
231,Ethiopia,3783826.3499999996,1007623.3999999997,0.26629747424852057,0.2507358150154195,0.2327819316783835,0.3029039887690172,0.27717564442447545,7.160478185348951,8.493894203605612,0.07215065374747137,0.0679343768555028,0.010000000000000005,4,False,not_needed,True,0.01,0.2,0.8
232,Eritrea,147781.09,76247.29999999999,0.5159476087231455,0.8178597550488069,0.7745885526260032,0.9859960497818744,0.9234645922266215,5.290785144480115,6.3419582227622895,0.004034080821467186,0.006394665459652569,0.01000000000000003,4,False,not_needed,True,0.01,0.2,0.8
233,Estonia,894700.0,11521.399999999941,0.012877389068961596,0.01349343631926817,0.01347379001859089,0.013740166870204894,0.013720033489432251,0.14559894316339417,0.14652937597360305,1.677503663762721e-05,1.757754521596228e-05,0.000558846540739955,2,False,not_needed,True,0.01,0.2,0.8
234,Faroe Islands,7030.0,149.2999999999993,0.0212375533428164,0.02067456213933057,0.02067456213933057,0.02121070509028317,0.02121070509028317,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
242,Fiji,12737.0,5504.900000000001,0.4321975347413049,0.31608424916627414,0.31608424916627414,0.3439405262010898,0.3439405262010898,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
246,Finland,2239000.0,32605.29999999989,0.0145624385886556,0.014639386588076394,0.014639386588076394,0.01485742440492303,0.01485742440492303,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
250,France,25050500.0,500595.49999999854,0.019983453424083288,0.022610392368910708,0.020494728875783637,0.02338691318248601,0.02096089289144776,9.357040154845386,10.373409573586,0.0468409219483489,0.052998428334579684,0.010000000000000057,3,False,not_needed,True,0.01,0.2,0.8
258,French Polynesia,529.59,52.499999999999986,0.0991332917917634,0.0723032457109548,0.0723032457109548,0.08174483973659727,0.08174483973659727,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
262,Djibouti,15290.29,4727.0,0.3091504477678317,0.9574260323831919,0.9368594060311282,1.3285893817869983,1.2987621480072689,2.1481164765146388,2.2450302695939617,0.00010154146584484697,0.0003144696812446967,0.010000000000000037,2,False,not_needed,True,0.01,0.2,0.8
266,Gabon,10699.44,385.3999999999994,0.03602057677785,0.03581887892667352,0.03581887892667352,0.03630658842661164,0.03630658842661164,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
268,Georgia,601841.0,25369.099999999944,0.04215249542653279,0.04145366699957726,0.037275219169390084,0.042900519789906555,0.03809172245161746,10.07980266312698,11.209181990891604,0.0025571552174113413,0.0025147612205676816,0.010000000000000005,3,False,not_needed,True,0.01,0.2,0.8
270,Gambia,51890.51,1752.999999999996,0.033782670472886,0.035210947805440485,0.035210947805440485,0.03585317250701951,0.03585317250701951,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
276,Germany,34012620.0,512369.0999999979,0.0150640879767568,0.016036860677549,0.016036860677549,0.016319931423428774,0.016319931423428774,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
288,Ghana,50460.99,18298.799999999996,0.3626325999549354,0.35834970291248897,0.35834970291248897,0.3640284280923437,0.3640284280923437,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
300,Greece,1962510.0,91758.09999999989,0.04675548150073114,0.13161948807672644,0.12945519227911026,0.15560581086810782,0.15294600796484567,1.6443581640087523,1.7093210648261747,0.001508831808489313,0.004247452145779726,0.010000000000000009,3,False,not_needed,True,0.01,0.2,0.8
308,Grenada,581.13,58.69999999999999,0.101010101010101,0.0968911936888347,0.0968911936888347,0.09948673649847302,0.09948673649847302,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
320,Guatemala,562260.54,53343.59999999995,0.0948734549289195,0.0928636109519583,0.09175196400922504,0.09532491517242796,0.09417437235527427,1.1970748620881766,1.206969673219771,0.0006385628261328679,0.0006250352103105521,0.00464293652903333,2,False,not_needed,True,0.01,0.2,0.8
324,Guinea,293050.41,86118.99999999997,0.29387094186286916,0.3914813067343044,0.3691497614760234,0.42564621162545135,0.39922936294643707,5.704370776875245,6.206292446051387,0.004912547069337191,0.006544268493872807,0.009999999999999919,3,False,not_needed,True,0.01,0.2,0.8
328,Guyana,28591.0,2885.999999999999,0.1009408555139729,0.136983369469849,0.136983369469849,0.139735565828534,0.139735565828534,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
332,Haiti,100185.3,23817.799999999996,0.237737472463525,0.7114056273356458,0.7036121280369889,0.8156200704865336,0.8058670805802943,1.095507119875494,1.1957761044822601,0.0002609256947977054,0.0007807940652857326,0.009999999999999981,2,False,not_needed,True,0.01,0.2,0.8
340,Honduras,693072.71,37361.899999999994,0.053907619591601,0.053510581496899946,0.053510581496899946,0.05432411733095734,0.05432411733095734,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
344,"China, Hong Kong SAR",60.0,1.899999999999996,0.0316666666666666,0.03146621970912929,0.03146621970912929,0.03193164633182891,0.03193164633182891,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
348,Hungary,2032110.0,36903.89999999997,0.0181603850185271,0.014833958326638665,0.014645265514485268,0.015127244358849433,0.014935673915378516,1.2720327777552498,1.2663935276410632,0.00046942970427001925,0.00038344455050504025,0.00223413102637155,3,False,not_needed,True,0.01,0.2,0.8
352,Iceland,155975.0,3968.599999999997,0.0254438211251803,0.02305915062813088,0.02305915062813088,0.02354493953619113,0.02354493953619113,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
356,India,239306917.23000002,11537457.999999993,0.048211970358179146,0.07985563930913217,0.07880890418552963,0.09302711440741446,0.0916806656953203,1.31078422595865,1.447372328671137,0.15123117954060425,0.2504909555856864,0.010000000000000078,4,False,not_needed,True,0.01,0.2,0.8
360,Indonesia,1373066.29,293686.69999999995,0.21389112975747138,0.17889852588638241,0.17223518962048967,0.19753245841703015,0.1895768905297562,3.724645707882801,4.027473738254283,0.010938789066172636,0.009149202405631805,0.010000000000000016,4,False,not_needed,True,0.01,0.2,0.8
364,Iran (Islamic Republic of),8477193.72,498764.1999999996,0.05883600357312578,0.029256707455869013,0.027250365042386624,0.03170191960291295,0.02925660167833982,6.857717726811085,7.713469579136911,0.034203840958387466,0.01700815330774255,0.009999999999999946,4,False,not_needed,True,0.01,0.2,0.8
368,Iraq,362957.0,84980.0,0.23413241788972222,0.30226650951829026,0.291720358230458,0.3416455559888469,0.3290935036541683,3.4890240750254597,3.673998421653224,0.002964972658956636,0.003827799432977734,0.010000000000000012,5,False,not_needed,True,0.01,0.2,0.8
372,Ireland,8730710.0,208498.6999999998,0.023881070382592,0.023059837107695838,0.023059837107695838,0.023476937931929762,0.023476937931929762,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
376,Israel,1687299.0,8727.399999999961,0.0051724086839380215,0.004116345335575517,0.003712643134658825,0.004262151758210048,0.003801687715396737,9.80729671603825,10.803558130616398,0.0008559220135955184,0.0006811663199045325,0.010000000000000094,3,False,not_needed,True,0.01,0.2,0.8
380,Italy,13842200.0,340868.6,0.024625319674618174,0.029234500730491157,0.026932189740874257,0.03114805830667048,0.028339818015081203,7.8753217331863805,9.015779615989361,0.026844498937408152,0.03186904918047506,0.01000000000000002,4,False,not_needed,True,0.01,0.2,0.8
384,Côte d'Ivoire,37805.47,15349.699999999997,0.4060179651251524,0.42257195034551776,0.42257195034551776,0.43027974900864135,0.43027974900864135,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
388,Jamaica,208692.23,3362.4999999999864,0.016112243373890753,0.10197075308037626,0.10120618551914799,0.12098228194303451,0.12002612103646082,0.7497910313809419,0.7903313536637535,2.521172343018407e-05,0.00015955930933838838,0.009999999999999985,2,False,not_needed,True,0.01,0.2,0.8
392,Japan,7298933.0,65205.89999999977,0.008933620845677,0.008751181718441532,0.008751181718441532,0.008892842443801636,0.008892842443801636,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
398,Kazakhstan,3439878.4000000004,124834.39999999979,0.036290352589207486,0.0326209450586466,0.030129706409251007,0.03378983933401799,0.030522602545290694,7.6369297238838225,9.66928773004847,0.00953351539923201,0.008569558019301074,0.005657990701066625,3,False,not_needed,True,0.01,0.2,0.8
400,Jordan,642700.96,21274.399999999972,0.033101553170233264,0.022842519237616713,0.022057423272928242,0.0263326044476316,0.02536712382284112,3.4369937769192616,3.6664836048046823,0.0007311998040769104,0.0005045819301974064,0.009999999999999926,3,False,not_needed,True,0.01,0.2,0.8
404,Kenya,6068104.88,741455.1999999995,0.12218892301017689,0.1906044111149057,0.1829563890652772,0.24809483242747085,0.23698719454961506,4.01251052108017,4.477174219702073,0.029750967909095996,0.04640899992169831,0.010000000000000064,4,False,not_needed,True,0.01,0.2,0.8
408,Democratic People's Republic of Korea,84177.87,2776.1999999999985,0.0329801645016677,0.032764750046418725,0.032764750046418725,0.03320984109347354,0.03320984109347354,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
410,Republic of Korea,1938947.1,16710.1,0.008618130943335163,0.007613248629749409,0.007521814871771028,0.007753212982996458,0.007660853927795052,1.2009821618211292,1.1912358838066073,0.0002006853202224725,0.00017728521987428486,0.0046592813181959205,2,False,not_needed,True,0.01,0.2,0.8
414,Kuwait,58790.31,5413.099999999994,0.0920746973438307,0.01178918800548292,0.011159529382203522,0.012432091149696373,0.011781632015136002,5.3409838148866235,5.23209753474384,0.0002891127948836275,3.701782565676906e-05,0.01000000000000004,3,False,not_needed,True,0.01,0.2,0.8
417,Kyrgyzstan,1778261.0,72860.29999999983,0.04097278183573701,0.039102622558136964,0.03906548023840835,0.03966885115577948,0.039631133021834214,0.09498677402876021,0.09508249633231047,6.920764851767662e-05,6.604873862292759e-05,0.00036440095126642074,2,False,not_needed,True,0.01,0.2,0.8
418,Lao People's Democratic Republic,9070.36,4639.700000000001,0.511523247147853,0.5039356229602882,0.5039356229602882,0.5117674037677512,0.5117674037677512,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
422,Lebanon,222576.0,7833.999999999984,0.03519696642944424,0.025739796977190536,0.02417346280793489,0.02991657659251269,0.027978277879345783,6.08526232993859,6.479012420331576,0.00047671945092738816,0.0003486283940562448,0.00999999999999997,3,False,not_needed,True,0.01,0.2,0.8
426,Lesotho,225000.0,5854.69999999998,0.0260208888888888,0.02613764236965453,0.02613764236965453,0.02728053479477317,0.02728053479477317,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
428,Latvia,963680.0,16480.499999999916,0.017101631246886847,0.018151523961317625,0.018078100618134512,0.018575220976336456,0.01850045843573859,0.4045023621134236,0.4024853362073588,6.666401178810245e-05,7.075660735870273e-05,0.0015565332890585908,2,False,not_needed,True,0.01,0.2,0.8
430,Liberia,8344.4,317.49999999999966,0.038049470303437,0.03765118092476119,0.03765118092476119,0.03822995317023227,0.03822995317023227,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
434,Libya,226694.58000000002,61708.2,0.27220853714279347,0.1849900499943214,0.1786683692541992,0.21417702103522038,0.207583468812865,3.4173085202778397,3.078552587240957,0.00210875957631009,0.0014330907602760875,0.010000000000000016,4,False,not_needed,True,0.01,0.2,0.8
440,Lithuania,1472970.0,29324.999999999975,0.019908755779140086,0.020669376638943412,0.020572796207355686,0.021179009306334883,0.02107940035810464,0.4672633978025198,0.47031920515964165,0.00013702499140558883,0.00014226007831577315,0.0017990861999903815,2,False,not_needed,True,0.01,0.2,0.8
442,Luxembourg,469290.0,7618.999999999985,0.0162351637580174,0.016652972463436604,0.016652972463436604,0.016965529287790552,0.016965529287790552,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
450,Madagascar,439077.45,68082.29999999997,0.1550576099956852,0.15316942827274943,0.15316942827274943,0.15543348646277938,0.15543348646277938,0.0,0.0,0.0,0.0,0.0,1,False,not_applicable_fixed_baseline,True,0.01,0.2,0.8
454,Malawi,224476.33000000002,74186.99999999999,0.3304891878800762,0.33404643264425793,0.321661987338303,0.3809181909557066,0.36842726485197347,3.707402353595479,3.2791624029280375,0.002750410584061878,0.0027800148313664947,0.00999999999999997,3,False,not_needed,True,0.01,0.2,0.8
458,Malaysia,46300.56,8139.4,0.17579484999749456,0.14693903813410356,0.1436252511087016,0.16176172515314854,0.157523181195381,2.2552121393210833,2.6202390916359786,0.00018356073686790023,0.0001534301949968442,0.010000000000000023,2,False,not_needed,True,0.01,0.2,0.8
466,Mali,1114138.0,457047.49999999994,0.4102252144707387,2.6039170966502425,2.5534150678493517,3.228955872483587,3.1563664945329117,1.9394637742445098,2.248075873977262,0.008864270693590174,0.056266229364166906,0.010000000000000009,4,False,not_needed,True,0.01,0.2,0.8
470,Malta,40390.0,1109.7999999999981,0.027477098291656298,0.040231892604141305,0.037415715238986326,0.04388659314939886,0.040453754325855566,6.999863001386853,7.82206723556148,7.768447958939116e-05,0.00011374540377860959,0.009999999999999981,3,False,not_needed,True,0.01,0.2,0.8
478,Mauritania,362460.93999999994,191833.59999999995,0.5292531658721624,0.723624952393161,0.7029956671136097,0.8309681289626741,0.8046731737254617,2.850825584624528,3.1643759033258445,0.005468841348706276,0.007477310133954335,0.009999999999999995,4,False,not_needed,True,0.01,0.2,0.8
