country_m49,country,production_tonnes,observed_ch4_t,baseline_observed,baseline_posterior,optimized_mean,baseline_cvar,optimized_cvar,reduction_mean_pct,reduction_cvar_pct,abs_reduction_mt_ch4,abs_reduction_mt_ch4_posterior,tv_distance,active_species,no_harm_applied,no_harm_action,lp_certified,solver_message,delta,lambda,alpha,w_opt_Raw milk of buffalo,w_base_Raw milk of buffalo,w_opt_Raw milk of camel,w_base_Raw milk of camel,w_opt_Raw milk of cattle,w_base_Raw milk of cattle,w_opt_Raw milk of goats,w_base_Raw milk of goats,w_opt_Raw milk of sheep,w_base_Raw milk of sheep
686,Senegal,257436.8,110032.89999999997,0.42741713694390215,0.2791059896481756,0.1636913607940903,0.3205150794594536,0.17680206515611013,41.35154139815134,44.83814444727982,0.045500300195086454,0.029711972725383392,0.1,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0009536321147559,0.9934231625004661,0.893423162500466,0.006576837499533861,0.0557497995624557,0.0,0.0498734058223222
68,Bolivia (Plurinational State of),637311.83,67012.29999999996,0.1051483698333356,0.04811247565651874,0.028590300514772567,0.05285410350611674,0.029165834911254334,40.576118512623495,44.81822039062868,0.027190990266034776,0.01244171316516676,0.09530315795330517,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9046968420466948,0.0,0.046545503478258,0.0,0.0487576544750471
364,Iran (Islamic Republic of),8477193.72,498764.1999999996,0.05883600357312578,0.029256707455869013,0.01742556267310892,0.032500940526558914,0.018275717324397586,40.439084953787976,43.768650911923146,0.2016956785570808,0.10029490625282461,0.09706782069385106,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0121032812731333,0.0,0.0,1.0,0.9029321793061488,0.0,0.0380025065653448,0.0,0.0469620328553728
404,Kenya,6068104.88,741455.1999999995,0.12218892301017689,0.1906044111149057,0.11412419061862064,0.2674917026074925,0.14511515869997815,40.12510521080177,45.74965978929267,0.2975096790909605,0.4640899992169834,0.10000000000000003,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.06594828202771603,0.165948282027716,0.875474401490569,0.7754744014905689,0.043371626760676504,0.0433716267606765,0.015205689721038501,0.0152056897210385
422,Lebanon,222576.0,7833.999999999984,0.03519696642944424,0.025739796977190536,0.015473037130112307,0.030853770834112962,0.017756322569975964,39.88671649654493,42.45007307066668,0.003124725370339323,0.002285134339723284,0.09999999999999996,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.948074365609949,0.848074365609949,0.051925634390051045,0.096497376177126,0.0,0.055428258212925
470,Malta,40390.0,1109.7999999999981,0.027477098291656298,0.040231892604141305,0.02445733441512494,0.04496612563011613,0.025622893084749594,39.20908803428402,43.01734310952371,0.00043514245900448336,0.000637134405254371,0.07650408516959634,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9234959148304036,0.0,0.026491705867789,0.0,0.0500123793018073
51,Armenia,591600.0,14234.299999999956,0.02406068289384711,0.03179890638925043,0.019421343329352993,0.03539899798264137,0.019833669002039648,38.92449290042771,43.97110050469367,0.005540629092925564,0.007322566306235325,0.058485463150777565,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9415145368492224,0.0,0.0040567951318458,0.0,0.0544286680189317
324,Guinea,293050.41,86118.99999999997,0.29387094186286916,0.3914813067343044,0.24356632819233925,0.43560100071995855,0.2613909905533627,37.78340778921381,39.9930234041388,0.03253869295399303,0.04334654510686409,0.09999999999999998,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.9019098147653164,0.8019098147653164,0.0980901852346836,0.1417479334016287,0.0,0.0563422518330549
360,Indonesia,1373066.29,293686.69999999995,0.21389112975747138,0.17889852588638241,0.1122651632274544,0.20318063897544378,0.1256845295482676,37.246457078828335,38.14148327220405,0.10938789066172733,0.09149202405631883,0.09999999999999998,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0611769443411213,0.0611769443411213,0.0,0.0,0.6734423645343446,0.5734423645343445,0.2597776324404555,0.2597776324404555,0.005603058684078621,0.1056030586840785
120,Cameroon,283105.89999999997,67137.7,0.23714694748502235,0.1668263717103794,0.105131624894549,0.1878242321112721,0.11682404434136957,36.98141138197034,37.80139919743696,0.0248284690293931,0.017466146822567797,0.09999999999999998,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.8231948892622867,0.7231948892622867,0.17680511073771332,0.2098066483248848,0.0,0.0669984624128285
499,Montenegro,161394.4,8327.199999999999,0.05159534655477512,0.07005319551601191,0.04421104071665332,0.07756795067543433,0.04594098577215535,36.889330470944614,40.77323769402509,0.0030718483269764995,0.0041707790685496,0.07747982581799613,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9225201741820038,0.0,0.0345489062817545,0.0,0.0429309195362416
792,Türkiye,21481567.040000003,611605.8999999986,0.028471195740103608,0.02642057015132985,0.016798408433332697,0.028919079722162032,0.0171634951508983,36.419205425484854,40.649926222427055,0.22274200911538494,0.2066991120148774,0.07074244756773573,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0020028748331015,0.0,0.0,1.0,0.9292575524322642,0.0,0.0252801859840482,0.0,0.0434593867505859
148,Chad,469294.2,1091283.5,2.3253718030182338,0.9367835840240835,0.5996965722201464,1.1215897138805098,0.6749704788153951,35.98344564877335,39.820197130721546,0.3926814050965315,0.1581929795349192,0.10000000000000003,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0752883585605788,0.6610963016376508,0.5610963016376506,0.2609959807728286,0.2609959807728286,0.07790771758952064,0.1026193590289417
12,Algeria,3313144.3699999996,256990.99999999974,0.07756709980012116,0.05818143990693422,0.037269298631904424,0.06843759726661121,0.04192875845268133,35.94297650329796,38.73432129807222,0.09237021474559037,0.06928494313000957,0.10000000000000005,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.004614996599137,0.8302055962022568,0.7302055962022566,0.0977292818664584,0.0977292818664584,0.07206512193128489,0.1674501253321478
562,Niger,1641790.6500000001,391250.0999999999,0.23830693639289507,0.5271114363088397,0.33860548608240304,0.6251108338406937,0.3837317346489456,35.762067988217424,38.613808323991115,0.13991912676596863,0.30948730655112916,0.1,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0668438147092627,0.6626555371112632,0.5626555371112631,0.2630698682563456,0.2630698682563456,0.07427459463239117,0.1074307799231284
156,"China, mainland",46780165.29,4680849.399999996,0.10006055709684694,0.0461436410514634,0.029705332652695766,0.04992724512108104,0.030248184346719595,35.624211753108526,39.415474910816286,1.6675157021001084,0.7689867839823452,0.09999999999999991,5,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0700050799243338,0.0,0.0004591674669561,0.9971002932512297,0.8971002932512298,0.002899706748770168,0.0046507364531802,0.0,0.0277847229042999
887,Yemen,434165.0,147773.4,0.34036230465376005,0.2673531371166462,0.1753485772582265,0.31056591920820764,0.19618141527642913,34.413121480702166,36.830990413694934,0.05085343965816394,0.03994515973093079,0.09999999999999994,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0080153858556078,0.7366450542996326,0.6366450542996325,0.199585411076434,0.199585411076434,0.06376953462393342,0.1557541487683254
400,Jordan,642700.96,21274.399999999972,0.033101553170233264,0.022842519237616713,0.014991559590731916,0.02725671261069381,0.017149704863488466,34.36993776919297,37.0808024121001,0.00731199804076918,0.005045819301974119,0.1,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.8555612800080461,0.755561280008046,0.0521704526472155,0.0521704526472155,0.09226826734473836,0.1922682673447383
368,Iraq,362957.0,84980.0,0.23413241788972222,0.30226650951829026,0.2005226856628843,0.3527064827552403,0.22354736812991677,33.66030329246562,36.61943313782331,0.028604525737937286,0.03692863307508657,0.1,5,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.1184768443644839,0.1184768443644839,0.0,0.0011874684880027,0.7543667707193966,0.6543667707193965,0.0637789049391525,0.0637789049391525,0.06337747997696698,0.1621900114889642
728,South Sudan,3518904.5100000002,565656.4999999999,0.16074789707777537,0.254996272247245,0.17045663565945787,0.2808108184618237,0.1821695258820888,33.1532833177331,35.127312088634945,0.1875337020501729,0.29748690846252523,0.09999999999999988,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.916388953390497,0.816388953390497,0.08361104660950303,0.1450631321621171,0.0,0.0385479144473857
512,Oman,376139.24,23393.499999999985,0.062193723792284966,0.0721154488736571,0.04898380303174264,0.0812098124431594,0.055589220402150995,32.07585365299469,31.548640823349817,0.007503664824313309,0.008700719686926865,0.09999999999999994,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.7287033493235111,0.6287033493235111,0.2712966506764889,0.3100170830355269,0.0,0.0612795676409619
380,Italy,13842200.0,340868.6,0.024625319674618174,0.029234500730491157,0.019992925323271717,0.03170455158330004,0.020471050883278462,31.61188040259778,35.43182331567395,0.10775497416200941,0.12792373510181293,0.05658276863504352,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0183699122971781,0.0,0.0,1.0,0.9434172313649564,0.0,0.0041655228215168,0.0,0.0340473335163485
854,Burkina Faso,440911.63,195904.89999999997,0.44431783303153005,1.340308776814241,0.9370435134170777,1.5620092118462119,1.058699524276938,30.08748956756653,32.22194105849021,0.05894286634985162,0.17780434460682262,0.1,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.000602479004693,0.6213007422825296,0.5213007422825295,0.3008955105130703,0.3008955105130703,0.07780374720440009,0.177201268199707
620,Portugal,2058680.0,53205.89999999986,0.025844667456816912,0.024645398097359363,0.01724196376526411,0.026733236979776278,0.017612747744273485,30.03982448507697,34.11666623986632,0.01598295897570553,0.015241302190797851,0.0479676297433307,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9520323702566692,0.0,0.0138098198845862,0.0,0.0341578098587444
624,Guinea-Bissau,38889.2,12010.699999999997,0.30884410067576595,1.1220522929565195,0.7927272335197961,1.3024787007667558,0.8976800930017281,29.350241651302877,31.079096151570607,0.003525169474013034,0.012807188101446624,0.09999999999999995,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.5623183300247883,0.4623183300247883,0.366984406981887,0.366984406981887,0.07069726299332468,0.1706972629933246
478,Mauritania,362460.93999999994,191833.59999999995,0.5292531658721624,0.723624952393161,0.5311381705134327,0.8636429038420907,0.62210291838747,26.600351638392105,27.96757599467107,0.051028412160586546,0.06976893989770129,0.10000000000000005,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0738061872266843,0.5125238984371668,0.4125238984371667,0.2954425378911173,0.2954425378911173,0.19203356367171587,0.2182273764450315
434,Libya,226694.58000000002,61708.2,0.27220853714279347,0.1849900499943214,0.13612633122699105,0.22208389054710717,0.16074036997335028,26.414241613984267,27.62177860926164,0.01629975304364064,0.011077140203198069,0.09999999999999998,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0098238343413415,0.7274174706779492,0.6274174706779491,0.0923962099137968,0.0923962099137968,0.18018631940825403,0.2703624850669124
646,Rwanda,235468.49,26133.699999999993,0.11098597523600712,0.1649795530908951,0.12236786250128828,0.1819160841588807,0.1322649750051586,25.82846770480097,27.29341354465289,0.006749934264569569,0.010033710439481926,0.10000000000000002,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.8741480399351947,0.7741480399351947,0.12585196006480526,0.2032095674457334,0.0,0.0226423926190718
504,Morocco,2046617.73,212947.3999999998,0.10404844875452131,0.04836013692294671,0.036525076864412774,0.0530325082836544,0.03893031499302515,24.472759614785634,26.591601542210675,0.05211410530793597,0.02422184375141039,0.04378821148979292,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0042853435067231,1.0,0.956211788510207,0.0,0.0221441255666245,0.0,0.0173587424164453
50,Bangladesh,14068000.0,798873.7999999995,0.05678659368780207,0.06270202634867726,0.04746267038475345,0.0692892624333233,0.05173720216333475,24.304407451172104,25.33157325332883,0.19416154337266162,0.21438725970048017,0.09999999999999999,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.025,0.0,0.0,1.0,0.9,0.0,0.07,0.0,0.005
414,Kuwait,58790.31,5413.099999999994,0.0920746973438307,0.01178918800548292,0.009075459230400255,0.01262846033786576,0.009332210314374595,23.01879292976381,26.101756946629017,0.0012460302800810434,0.00015954095594303015,0.10000000000000002,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.9912771509454534,0.8912771509454533,0.008722849054546566,0.1036832430378407,0.0,0.0050396060167058
458,Malaysia,46300.56,8139.4,0.17579484999749456,0.14693903813410356,0.11380116788008343,0.165687289725232,0.12184452385156339,22.552121393211333,26.461152177922276,0.0018356073686790432,0.001534301949968474,0.09999999999999994,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.033663178155944606,0.1336631781559445,0.0,0.0,0.9663368218440553,0.8663368218440554,0.0,0.0,0.0,0.0
104,Myanmar,2242389.94,251848.8,0.11231266940129053,0.0971941304023437,0.07565116700151026,0.10929489432883416,0.0800242667291203,22.16488105984842,26.78133116781072,0.05582198697065552,0.04830772440781712,0.10000000000000003,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.04832020250679503,0.1471644133401704,0.0,0.0,0.9473102586252239,0.8473102586252238,0.0043695388679811,0.0043695388679811,0.0,0.0011557891666246
262,Djibouti,15290.29,4727.0,0.3091504477678317,0.9574260323831919,0.7517597688625527,1.4476706901632306,1.1197168088394074,21.481164765146588,22.653900749129974,0.0010154146584484792,0.003144696812446995,0.09999999999999995,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.3008772887891597,0.4008772887891596,0.6991227112108402,0.5991227112108403,0.0,0.0,0.0,0.0
818,Egypt,5633666.66,172419.09999999983,0.030605129910188822,0.028675987034980723,0.022705180422967593,0.032968453816081864,0.025083868243863456,20.821625441278012,23.915545497533596,0.03590045919122255,0.03363753414340592,0.09999999999999996,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.10949647915448375,0.2053724634108898,0.0,0.0,0.8890065685923988,0.7890065685923987,0.0014969522531175002,0.0014969522531175,0.0,0.0041240157435938
48,Bahrain,11010.539999999999,663.899999999999,0.06029677018565825,0.0257543091186103,0.020722072878428748,0.027359192886868007,0.021579421315824993,19.539395201811928,21.125519290509544,0.00012972204474482916,5.540763841196861e-05,0.04379530885860276,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9562046911413972,0.0,0.029357324890514,0.0,0.0144379839680887
144,Sri Lanka,535325.75,43354.799999999996,0.08098769767753555,0.08439929044017112,0.06794519416580366,0.09591203033460724,0.07330131817622784,19.495538633741738,23.574427607775228,0.008452251783581461,0.008808301428647967,0.09999999999999995,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.07904985889432758,0.1790498588943274,0.0,0.0,0.8909763354368812,0.7909763354368811,0.0299738056687913,0.0299738056687913,0.0,0.0
466,Mali,1114138.0,457047.49999999994,0.4102252144707387,2.6039170966502425,2.098896808641322,3.4287959866001607,2.645238452044814,19.394637742445553,22.852264690506917,0.08864270693590383,0.5626622936416825,0.10000000000000003,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.1632824659063779,0.2632824659063778,0.3794564048618753,0.2794564048618752,0.2651888724736074,0.2651888724736074,0.1920722567581394,0.1920722567581394
250,France,25050500.0,500595.49999999854,0.019983453424083288,0.022610392368910708,0.01837460674735718,0.02361523294169784,0.018721574983670705,18.733799716707843,20.722463208848197,0.09378055836085193,0.10610854771272661,0.04219157302249458,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9578084269775053,0.0,0.0286660944891319,0.0,0.0135254785333626
496,Mongolia,250535.56999999998,395755.29999999993,1.5796371748729996,0.9229431045258725,0.7533313091112429,0.9709457099496107,0.7795198708915628,18.377275325304186,19.715400881474864,0.07272904109548356,0.0424937878429276,0.05990782067392662,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.003774114789369,1.0,0.9400921793260733,0.0,0.0538487608765493,0.0,0.0022849450080082
862,Venezuela (Bolivarian Republic of),3737189.0,219065.29999999996,0.058617666914892445,0.07432427125165632,0.06094643146245296,0.0790542970779151,0.06289179861095923,17.999288205473295,20.444807005274214,0.03943019470518469,0.049995515703973106,0.08413864003131757,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,1.0,0.9158613599686825,0.0,0.0841386400313176,0.0,0.0
454,Malawi,224476.33000000002,74186.99999999999,0.3304891878800762,0.33404643264425793,0.274037523908277,0.39375412457168657,0.32763165221479346,17.964241755542798,16.79283294589462,0.013327132031184534,0.013470579600357937,0.10000000000000005,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.40673069182839905,0.3067306918283989,0.593269308171601,0.6599163484185615,0.0,0.0333529597530394
788,Tunisia,1422529.35,69040.59999999995,0.04853369106233125,0.017223406643786042,0.014137610336538507,0.01807195154470139,0.01445997571972751,17.91629479038542,19.98663960579783,0.012369517421050828,0.004389635815181236,0.02489807328052672,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0007785709307157,1.0,0.9751019267194732,0.0,0.0080292262511139,0.0,0.016090276098697
598,Papua New Guinea,204.14000000000001,211.30000000000004,1.0350739688449107,1.7820831733337432,1.4742990717371476,1.9772326564706812,1.5724814237391274,17.271028995847814,20.47059213830842,3.6493684268226436e-05,6.283104649992904e-05,0.09999999999999994,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.9042519839325952,0.8042519839325952,0.0957480160674048,0.1957480160674047,0.0,0.0
72,Botswana,34152.0,6217.499999999998,0.1820537596626844,0.011681695715513413,0.009710763535278596,0.013038203340292667,0.010461569444946861,16.871969859798675,19.762185234395712,0.0010490147260329822,6.731127581937945e-05,0.09999999999999991,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.8905832747716091,0.7905832747716092,0.10941672522839085,0.2094167252283907,0.0,0.0
204,Benin,175044.07,46329.29999999999,0.2646722051195449,0.3534377084104437,0.2946647844377856,0.3946320321658968,0.3174300345353073,16.62893420087641,19.56303374738091,0.007704068812726633,0.010287851817974642,0.09999999999999996,2,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.8819345151195352,0.7819345151195352,0.11806548488046475,0.2180654848804646,0.0,0.0
300,Greece,1962510.0,91758.09999999989,0.04675548150073114,0.13161948807672644,0.10997653010056466,0.16206850999517577,0.13416191075397238,16.443581640087523,17.219013886185586,0.015088318084893132,0.04247452145779726,0.09999999999999998,3,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.0,0.0,0.44120590468328824,0.3412059046832882,0.1777927246230592,0.1777927246230592,0.3810013706936526,0.4810013706936525
586,Pakistan,64581550.0,4388751.799999994,0.06795674306361478,0.13750360450250798,0.11568385773848605,0.16924853802076575,0.14287336615056456,15.868490751908947,15.583692585258913,0.6964286735072365,1.4091530666280205,0.09999999999999999,5,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.5138301109217726,0.598376780984662,0.0,0.014802989398675,0.46997331281147636,0.3699733128114763,0.0161965762667511,0.0161965762667511,0.0,0.0006503405384355
634,Qatar,44033.850000000006,11309.199999999997,0.2568296889779112,0.34881743232190315,0.295614173179515,0.46941188052436195,0.3859080813834672,15.252465677601224,17.78902550306478,0.001724931848411277,0.002342744332587049,0.10000000000000003,4,False,not_needed,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1,0.5,0.9,0.0,0.0,0.26929952752257635,0.3692995275225763,0.27032351247960384,0.1703235124796037,0.2101558233041171,0.2101558233041171,0.2502211366937027,0.2502211366937027
